id,product,campaign_type,campaign,channel,date,conversions
411,product a,always on,always on,dv360 - prospecting,2021-02-14,2145.399776
412,product a,always on,always on,dv360 - prospecting,2021-02-15,4211.988525
413,product a,always on,always on,dv360 - prospecting,2021-02-16,2169.564533
414,product a,always on,always on,dv360 - prospecting,2021-02-17,2108.639494
415,product a,always on,always on,dv360 - prospecting,2021-02-18,2321.590742
416,product a,always on,always on,dv360 - prospecting,2021-02-19,2365.837
417,product a,always on,always on,dv360 - prospecting,2021-02-20,2222.056215
418,product a,always on,always on,dv360 - prospecting,2021-02-21,2267.311874
419,product a,always on,always on,dv360 - prospecting,2021-02-22,4123.802406
420,product a,always on,always on,dv360 - prospecting,2021-02-23,2275.434094
421,product a,always on,always on,dv360 - prospecting,2021-02-24,2219.736689
422,product a,always on,always on,dv360 - prospecting,2021-02-25,2075.780277
423,product a,always on,always on,dv360 - prospecting,2021-02-26,2209.801513
424,product a,always on,always on,dv360 - prospecting,2021-02-27,2261.731595
425,product a,always on,always on,dv360 - prospecting,2021-02-28,2363.39202
426,product a,always on,always on,dv360 - prospecting,2021-03-01,3905.569272
427,product a,always on,always on,dv360 - prospecting,2021-03-02,2366.806204
428,product a,always on,always on,dv360 - prospecting,2021-03-03,2062.503798
429,product a,always on,always on,dv360 - prospecting,2021-03-04,2100.230962
430,product a,always on,always on,dv360 - prospecting,2021-03-05,2144.266045
431,product a,always on,always on,dv360 - prospecting,2021-03-06,2285.837063
432,product a,always on,always on,dv360 - prospecting,2021-03-07,2031.392685
433,product a,always on,always on,dv360 - prospecting,2021-03-08,4030.437261
434,product a,always on,always on,dv360 - prospecting,2021-03-09,1798.245714
435,product a,always on,always on,dv360 - prospecting,2021-03-10,2126.876079
436,product a,always on,always on,dv360 - prospecting,2021-03-11,2189.44277
437,product a,always on,always on,dv360 - prospecting,2021-03-12,2136.811742
438,product a,always on,always on,dv360 - prospecting,2021-03-13,2388.04188
439,product a,always on,always on,dv360 - prospecting,2021-03-14,2116.813615
440,product a,always on,always on,dv360 - prospecting,2021-03-15,4107.786682
441,product a,always on,always on,dv360 - prospecting,2021-03-16,2178.516563
442,product a,always on,always on,dv360 - prospecting,2021-03-17,2206.481725
443,product a,always on,always on,dv360 - prospecting,2021-03-18,2270.288763
444,product a,always on,always on,dv360 - prospecting,2021-03-19,2147.462392
445,product a,always on,always on,dv360 - prospecting,2021-03-20,2101.789917
446,product a,always on,always on,dv360 - prospecting,2021-03-21,2110.047918
447,product a,always on,always on,dv360 - prospecting,2021-03-22,3886.850735
448,product a,always on,always on,dv360 - prospecting,2021-03-23,2138.868169
449,product a,always on,always on,dv360 - prospecting,2021-03-24,2286.031523
450,product a,always on,always on,dv360 - prospecting,2021-03-25,2048.095927
451,product a,always on,always on,dv360 - prospecting,2021-03-26,1957.061436
452,product a,always on,always on,dv360 - prospecting,2021-03-27,2170.95819
453,product a,always on,always on,dv360 - prospecting,2021-03-28,1986.397982
454,product a,always on,always on,dv360 - prospecting,2021-03-29,4111.339686
455,product a,always on,always on,dv360 - prospecting,2021-03-30,2205.119604
456,product a,always on,always on,dv360 - prospecting,2021-03-31,2212.549356
457,product a,always on,always on,dv360 - prospecting,2021-04-01,2254.058295
458,product a,always on,always on,dv360 - prospecting,2021-04-02,2289.976033
459,product a,always on,always on,dv360 - prospecting,2021-04-03,2314.663391
460,product a,always on,always on,dv360 - prospecting,2021-04-04,2166.455273
461,product a,always on,always on,dv360 - prospecting,2021-04-05,3904.330534
462,product a,always on,always on,dv360 - prospecting,2021-04-06,2091.021519
463,product a,always on,always on,dv360 - prospecting,2021-04-07,2126.317762
464,product a,always on,always on,dv360 - prospecting,2021-04-08,2049.139059
465,product a,always on,always on,dv360 - prospecting,2021-04-09,2151.442319
466,product a,always on,always on,dv360 - prospecting,2021-04-10,2093.214036
467,product a,always on,always on,dv360 - prospecting,2021-04-11,2085.109398
468,product a,always on,always on,dv360 - prospecting,2021-04-12,4111.910283
469,product a,always on,always on,dv360 - prospecting,2021-04-13,2164.765067
470,product a,always on,always on,dv360 - prospecting,2021-04-14,2253.994687
471,product a,always on,always on,dv360 - prospecting,2021-04-15,2301.465082
472,product a,always on,always on,dv360 - prospecting,2021-04-16,2142.662754
473,product a,always on,always on,dv360 - prospecting,2021-04-17,2048.481868
474,product a,always on,always on,dv360 - prospecting,2021-04-18,2133.317309
475,product a,always on,always on,dv360 - prospecting,2021-04-19,4000.575905
476,product a,always on,always on,dv360 - prospecting,2021-04-20,2221.605307
477,product a,always on,always on,dv360 - prospecting,2021-04-21,2183.911383
478,product a,always on,always on,dv360 - prospecting,2021-04-22,2223.686715
479,product a,always on,always on,dv360 - prospecting,2021-04-23,2182.184493
480,product a,always on,always on,dv360 - prospecting,2021-04-24,2092.701829
481,product a,always on,always on,dv360 - prospecting,2021-04-25,2065.769382
482,product a,always on,always on,dv360 - prospecting,2021-04-26,4079.749364
483,product a,always on,always on,dv360 - prospecting,2021-04-27,2043.31736
484,product a,always on,always on,dv360 - prospecting,2021-04-28,2199.211829
485,product a,always on,always on,dv360 - prospecting,2021-04-29,2034.66992
486,product a,always on,always on,dv360 - prospecting,2021-04-30,2334.008372
487,product a,always on,always on,dv360 - prospecting,2021-05-01,2036.015776
488,product a,always on,always on,dv360 - prospecting,2021-05-02,2242.387927
489,product a,always on,always on,dv360 - prospecting,2021-05-03,4250.407856
490,product a,always on,always on,dv360 - prospecting,2021-05-04,2124.824121
491,product a,always on,always on,dv360 - prospecting,2021-05-05,2253.467398
492,product a,always on,always on,dv360 - prospecting,2021-05-06,2286.344568
493,product a,always on,always on,dv360 - prospecting,2021-05-07,2175.307834
494,product a,always on,always on,dv360 - prospecting,2021-05-08,2219.840145
495,product a,always on,always on,dv360 - prospecting,2021-05-09,2203.607408
496,product a,always on,always on,dv360 - prospecting,2021-05-10,4134.497249
497,product a,always on,always on,dv360 - prospecting,2021-05-11,2202.330371
498,product a,always on,always on,dv360 - prospecting,2021-05-12,1982.700179
499,product a,always on,always on,dv360 - prospecting,2021-05-13,2382.769245
500,product a,always on,always on,dv360 - prospecting,2021-05-14,2061.128498
501,product a,always on,always on,dv360 - prospecting,2021-05-15,2231.22308
502,product a,always on,always on,dv360 - prospecting,2021-05-16,2033.070829
503,product a,always on,always on,dv360 - prospecting,2021-05-17,4099.924352
504,product a,always on,always on,dv360 - prospecting,2021-05-18,2271.838831
505,product a,always on,always on,dv360 - prospecting,2021-05-19,1920.632749
506,product a,always on,always on,dv360 - prospecting,2021-05-20,2245.554377
507,product a,always on,always on,dv360 - prospecting,2021-05-21,2132.832669
508,product a,always on,always on,dv360 - prospecting,2021-05-22,2080.262058
509,product a,always on,always on,dv360 - prospecting,2021-05-23,2365.643667
510,product a,always on,always on,dv360 - prospecting,2021-05-24,3947.330958
511,product a,always on,always on,dv360 - prospecting,2021-05-25,2152.185959
512,product a,always on,always on,dv360 - prospecting,2021-05-26,2212.692942
513,product a,always on,always on,dv360 - prospecting,2021-05-27,2207.712761
514,product a,always on,always on,dv360 - prospecting,2021-05-28,2005.727317
515,product a,always on,always on,dv360 - prospecting,2021-05-29,2026.46993
516,product a,always on,always on,dv360 - prospecting,2021-05-30,2074.957188
517,product a,always on,always on,dv360 - prospecting,2021-05-31,4203.900995
518,product a,always on,always on,dv360 - prospecting,2021-06-01,2200.538453
519,product a,always on,always on,dv360 - prospecting,2021-06-02,2051.640965
520,product a,always on,always on,dv360 - prospecting,2021-06-03,2100.993189
521,product a,always on,always on,dv360 - prospecting,2021-06-04,2305.729746
522,product a,always on,always on,dv360 - prospecting,2021-06-05,2198.361308
523,product a,always on,always on,dv360 - prospecting,2021-06-06,2107.566715
524,product a,always on,always on,dv360 - prospecting,2021-06-07,3892.417805
525,product a,always on,always on,dv360 - prospecting,2021-06-08,2224.098643
526,product a,always on,always on,dv360 - prospecting,2021-06-09,2093.780921
527,product a,always on,always on,dv360 - prospecting,2021-06-10,2271.885773
528,product a,always on,always on,dv360 - prospecting,2021-06-11,2163.884779
529,product a,always on,always on,dv360 - prospecting,2021-06-12,1833.414264
530,product a,always on,always on,dv360 - prospecting,2021-06-13,2088.548097
531,product a,always on,always on,dv360 - prospecting,2021-06-14,4157.771328
532,product a,always on,always on,dv360 - prospecting,2021-06-15,2392.144557
533,product a,always on,always on,dv360 - prospecting,2021-06-16,2057.880315
534,product a,always on,always on,dv360 - prospecting,2021-06-17,2369.122292
535,product a,always on,always on,dv360 - prospecting,2021-06-18,2198.596543
536,product a,always on,always on,dv360 - prospecting,2021-06-19,2301.483668
537,product a,always on,always on,dv360 - prospecting,2021-06-20,2128.776058
538,product a,always on,always on,dv360 - prospecting,2021-06-21,4130.930575
539,product a,always on,always on,dv360 - prospecting,2021-06-22,2016.3515
540,product a,always on,always on,dv360 - prospecting,2021-06-23,2306.516613
541,product a,always on,always on,dv360 - prospecting,2021-06-24,2092.611983
542,product a,always on,always on,dv360 - prospecting,2021-06-25,2148.997906
543,product a,always on,always on,dv360 - prospecting,2021-06-26,2116.171203
544,product a,always on,always on,dv360 - prospecting,2021-06-27,2160.70529
545,product a,always on,always on,dv360 - prospecting,2021-06-28,4024.554316
546,product a,always on,always on,dv360 - prospecting,2021-06-29,2227.998975
547,product a,always on,always on,dv360 - prospecting,2021-06-30,2187.037158
548,product a,always on,always on,dv360 - prospecting,2021-07-01,2243.33776
549,product a,always on,always on,dv360 - prospecting,2021-07-02,2175.291509
550,product a,always on,always on,dv360 - prospecting,2021-07-03,2209.910196
551,product a,always on,always on,dv360 - prospecting,2021-07-04,2165.848519
552,product a,always on,always on,dv360 - prospecting,2021-07-05,4123.002985
553,product a,always on,always on,dv360 - prospecting,2021-07-06,2104.855519
554,product a,always on,always on,dv360 - prospecting,2021-07-07,1935.479224
555,product a,always on,always on,dv360 - prospecting,2021-07-08,2176.726671
556,product a,always on,always on,dv360 - prospecting,2021-07-09,2211.713054
557,product a,always on,always on,dv360 - prospecting,2021-07-10,2155.391767
558,product a,always on,always on,dv360 - prospecting,2021-07-11,2188.612228
559,product a,always on,always on,dv360 - prospecting,2021-07-12,3971.287953
560,product a,always on,always on,dv360 - prospecting,2021-07-13,2078.179531
561,product a,always on,always on,dv360 - prospecting,2021-07-14,2095.72987
562,product a,always on,always on,dv360 - prospecting,2021-07-15,2071.074353
563,product a,always on,always on,dv360 - prospecting,2021-07-16,2157.70193
564,product a,always on,always on,dv360 - prospecting,2021-07-17,2051.418112
565,product a,always on,always on,dv360 - prospecting,2021-07-18,2293.080698
566,product a,always on,always on,dv360 - prospecting,2021-07-19,4046.611242
567,product a,always on,always on,dv360 - prospecting,2021-07-20,2280.165249
568,product a,always on,always on,dv360 - prospecting,2021-07-21,2144.047465
569,product a,always on,always on,dv360 - prospecting,2021-07-22,2237.264982
570,product a,always on,always on,dv360 - prospecting,2021-07-23,2290.173677
571,product a,always on,always on,dv360 - prospecting,2021-07-24,2228.495148
572,product a,always on,always on,dv360 - prospecting,2021-07-25,2190.709022
573,product a,always on,always on,dv360 - prospecting,2021-07-26,3925.572844
574,product a,always on,always on,dv360 - prospecting,2021-07-27,2072.936178
575,product a,always on,always on,dv360 - prospecting,2021-07-28,2352.020797
576,product a,always on,always on,dv360 - prospecting,2021-07-29,2150.992883
577,product a,always on,always on,dv360 - prospecting,2021-07-30,2162.792955
578,product a,always on,always on,dv360 - prospecting,2021-07-31,2033.994336
579,product a,always on,always on,dv360 - prospecting,2021-08-01,2294.488216
